��������	��������� (��������� ���������)
745	1.9197151473944847 69.41376149061827 60.49779907290603 1.0 1.0 0.0
746	1.8468446596547183 69.53771265757004 60.404825156304156 1.0 1.0 1.0
747	1.7654847688500133 69.56594708300699 60.44008055139151 0.0 1.0 1.0
748	1.7716011442382134 69.60353316618036 60.465357980911705 0.0 1.0 1.0
749	1.800324067410489 69.53441685601132 60.56563559997779 0.0 1.0 1.0
750	1.792951581994934 69.3543014290552 60.62942794378753 0.0 1.0 1.0
751	1.8560048710535118 69.48999321618396 60.60529934761552 0.0 1.0 1.0
752	1.6855653451610773 69.54496501907732 60.51393334975459 0.0 1.0 1.0
753	1.7755660314075088 69.5800583598298 60.522878722104 0.0 1.0 1.0
754	1.887749684785775 69.50077676506406 60.56043594128408 0.0 1.0 1.0
755	1.8490713009090487 69.56769492126905 60.4488686506997 0.0 1.0 1.0
756	1.71392104427584 69.56577833262216 60.57280887034077 0.0 1.0 1.0
757	1.7057045926767131 69.58456536041119 60.59538961209587 0.0 1.0 1.0
758	1.7531849833867958 69.59503186817169 60.63002691667069 0.0 1.0 1.0
759	1.6811846523380602 69.49570472352737 60.63500051365799 0.0 0.0 1.0
760	1.7119380157831565 69.663405057411 60.66374228849325 0.0 1.0 1.0
761	1.708795943593019 69.69055838634405 60.61062933532787 1.0 1.0 1.0
762	1.785059654800534 69.76053135038526 60.66713088301266 0.0 1.0 1.0
763	1.8420913496430362 69.70960985251628 60.630328262626776 0.0 1.0 1.0
764	1.8539945617805997 69.68276591939015 60.803492108912195 1.0 1.0 0.0
765	1.809511867585748 69.79986787205132 60.64418558879759 0.0 1.0 1.0
766	1.8807285326112462 69.84096126371787 60.650865122661514 0.0 0.0 1.0
767	1.958817551849206 69.97198171306866 60.581680239828 0.0 0.0 1.0
768	1.9607596388208897 69.96852593953768 60.583657869462876 0.0 0.0 1.0
769	2.123795558251096 69.99390792118966 60.48387846446304 0.0 0.0 1.0
770	1.9937095399367104 69.98318719474602 60.602650296217384 0.0 0.0 1.0
771	1.993608550426925 70.04444327196624 60.59914799201062 0.0 0.0 0.0
772	1.8771481873086329 69.9808335005663 60.550811634855584 0.0 1.0 0.0
773	2.057707527745828 69.98525290881854 60.68475884897411 0.0 0.0 1.0
774	1.9404950039737257 70.11449435086705 60.650670080198466 1.0 1.0 1.0
775	2.0172155335189164 70.22792412491066 60.57996128131522 1.0 1.0 1.0
776	2.0993849047352495 70.31163086201981 60.50732068543177 1.0 1.0 1.0
777	2.06349669280532 70.27575668152444 60.61373046765754 1.0 0.0 1.0
778	2.221987652127174 70.09344917974998 60.73668675314728 1.0 0.0 1.0
779	2.1946654271045225 70.15266834448153 60.58454339523353 1.0 0.0 1.0
780	2.15626368411529 70.27356698384828 60.72935389578419 1.0 0.0 1.0
781	2.3211824084732227 70.36988783574557 60.738180983324625 1.0 0.0 1.0
782	2.2592456251261193 70.38493869484003 60.60877123016324 1.0 0.0 1.0
783	2.3556688937909147 70.63194020417015 60.815766840354236 1.0 1.0 1.0
784	2.32994041289418 70.54300136889574 60.92017337289605 1.0 1.0 1.0
785	2.39288124431532 70.48376737245141 60.760024782078006 1.0 1.0 1.0
786	2.445004678082545 70.639860272603 60.88566251531248 1.0 1.0 1.0
787	2.3852864655102874 70.6389738483539 60.98454178317412 1.0 1.0 1.0
788	2.505363827242823 70.51059783511913 61.067163339584084 1.0 1.0 1.0
789	2.3460555966483487 70.56040537284825 61.01572350623578 1.0 1.0 1.0
790	2.2364015936316584 70.60159053098354 61.20172112131981 1.0 1.0 1.0
791	2.3484935284803825 70.64477290627248 61.22713703885719 1.0 0.0 1.0
792	2.427229000085927 70.52225474408006 61.29159074265459 1.0 0.0 1.0
793	2.0961651797340437 70.61087234084266 61.07692899505411 1.0 0.0 1.0
794	2.5845999504609884 70.46835666269797 61.178995977029714 1.0 0.0 1.0
795	2.3917860461683906 70.48608362742598 61.20896369469935 1.0 0.0 1.0
796	2.4791887255600473 70.53444198683032 61.305597884667186 1.0 0.0 1.0
797	2.2103402318437597 70.79571431179956 61.29732851806209 1.0 0.0 1.0
798	2.195513714948526 70.73038084600796 61.33676456783407 1.0 1.0 1.0
799	2.3024926809298445 70.76757655233247 61.33466251799034 1.0 1.0 1.0
800	2.358117644700561 70.67432803658943 61.55859913105846 1.0 1.0 1.0
801	2.415316294398367 70.60188217574387 61.592114830369866 1.0 1.0 1.0
802	2.191278023464956 70.67963921044591 61.56556879386749 1.0 1.0 1.0
803	2.25185096381061 70.769711270056 61.6626778086635 1.0 1.0 1.0
804	2.4610614030388533 70.66833599091724 61.53903235029019 1.0 1.0 1.0
805	2.132675203903132 70.8408979482927 61.55829400258188 1.0 1.0 1.0
806	2.2901671168437234 70.79737007363775 61.71544845488894 1.0 1.0 1.0
807	2.3936552738974806 70.86651904893186 61.665130872891716 0.0 1.0 1.0
808	2.422181273312793 70.87031785145037 61.91766306276967 0.0 1.0 0.0
809	2.520342948378573 70.84386582486796 62.066737418302786 0.0 1.0 0.0
810	2.591720121049037 70.79369409981975 61.880412580685444 0.0 1.0 0.0
811	2.3587440592282616 70.7291098417181 62.18100271422409 0.0 1.0 0.0
812	2.513152250642502 70.89652768498995 62.11787119340158 0.0 1.0 0.0
813	2.7103492688520294 70.74646148514107 62.17289126776913 0.0 1.0 0.0
814	2.6545786663520032 70.88286955423557 62.014301932712996 0.0 0.0 0.0
815	2.5437289358331663 70.8853435221153 62.04962579868501 0.0 1.0 0.0
816	2.5913011373388763 70.93305392933215 62.137418863729245 0.0 1.0 0.0
817	2.6817812707401867 71.00510599336945 62.09498944410699 0.0 1.0 0.0
818	2.750007021216919 71.02544525909981 62.12085988306415 0.0 1.0 0.0
819	2.7678621256290517 70.98547343018195 61.98006406370383 0.0 1.0 0.0
820	2.8431135409451267 70.97651001499077 62.26040196141726 0.0 1.0 0.0
821	2.818220721073202 71.12560785951732 62.366930836433966 0.0 1.0 0.0
822	2.5450795210964072 71.26794530219168 62.4184405057409 0.0 1.0 0.0
823	2.543151993048019 71.21755115367627 62.42835580535396 0.0 1.0 0.0
824	2.4891905321365457 71.16600729238624 62.32919404965886 0.0 1.0 0.0
825	2.4057859698793105 71.00518368858384 62.55200856703762 1.0 0.0 1.0
826	2.4166722855342675 71.1447011716703 62.40438046866959 0.0 1.0 0.0
827	2.4627051489833374 71.28984985855321 62.418903794974064 0.0 1.0 1.0
828	2.4423919458251167 71.49227260951936 62.56903637975173 0.0 1.0 1.0
829	2.3698142122319688 71.58845869492784 62.71189808859206 0.0 1.0 1.0
830	2.478351106998938 71.55061187342405 62.76610511570451 0.0 1.0 1.0
831	2.2801683414322764 71.61809896154692 62.848704960972405 0.0 1.0 1.0
832	2.332252071511095 71.39383302415547 62.98658628120753 0.0 1.0 1.0
833	2.288044132927231 71.59988252603299 62.876597636808974 0.0 1.0 0.0
834	2.236354458116257 71.58138891540406 62.96771327139448 0.0 1.0 1.0
835	2.2356145954212225 71.56470596332981 62.97207062737256 0.0 1.0 1.0
836	2.259763718068522 71.59813399744338 62.82941225481821 0.0 1.0 1.0
837	2.3536730839329483 71.53212629107729 63.00039659162296 0.0 1.0 1.0
838	2.177501212398705 71.55869161825912 63.07515134973557 1.0 1.0 1.0
839	2.18545001264459 71.68632097102187 63.13167880283798 0.0 1.0 1.0
840	2.1773019347098024 71.70452386893638 63.16527123774363 0.0 1.0 1.0
841	2.247707368327887 71.89819234103601 63.01801355499918 0.0 1.0 1.0
842	2.1742834067122514 71.82966447422315 63.07949008035433 1.0 0.0 1.0
843	2.187114712185723 71.9227222544773 63.0860965968365 1.0 1.0 1.0
844	2.444603635420264 71.86227472883594 63.18429218841242 1.0 1.0 1.0
845	2.2258458623676725 72.04104996186261 63.253533005861385 1.0 1.0 1.0
846	2.3339243094988102 71.98340234809831 63.26490062447682 1.0 1.0 1.0
847	2.144573887320063 71.91411079297876 63.25810484814772 1.0 1.0 1.0
848	2.257370690571448 72.08691632509203 63.13936433342707 0.0 1.0 0.0
849	2.1913792726497494 72.02261809758808 63.3917150842117 0.0 1.0 1.0
850	2.1292712734933286 72.03153363852385 63.38703501557111 0.0 1.0 1.0
851	2.1290699991512243 71.97523515277032 63.424692807909075 0.0 1.0 1.0
852	2.1937005530125746 72.04229514844204 63.44888793108016 0.0 1.0 1.0
853	2.310891628478913 71.93976981897224 63.41317780741341 0.0 1.0 1.0
854	2.341503901076146 71.98611292814715 63.4004486532991 1.0 1.0 1.0
855	2.1250175981677 72.10202163804534 63.442792181251775 0.0 1.0 1.0
856	2.17809572901945 72.09447944112618 63.40437814820063 0.0 1.0 0.0
857	2.000900307136316 71.99015444497874 63.58316612269903 0.0 1.0 1.0
858	2.0851611382910047 72.0896173105804 63.51620905546176 0.0 1.0 1.0
859	2.242228084284786 72.03783481958038 63.440310044290044 0.0 1.0 1.0
860	1.970913778662076 71.98574148485956 63.48068199386552 0.0 1.0 1.0
861	2.181255915578985 72.19668566435638 63.42855455205071 0.0 1.0 1.0
862	2.113999808484562 72.11216163840373 63.36865735674014 0.0 1.0 1.0
863	2.1365771684118173 72.18812278463885 63.521047082601896 0.0 1.0 1.0
864	2.1281688805108803 72.21254751020284 63.4786239294393 0.0 1.0 1.0
865	2.1909377753782726 72.13253359011462 63.474889500725155 0.0 1.0 1.0
866	2.1250711250970697 72.15972858764448 63.57808461955753 1.0 1.0 1.0
867	2.155019684773564 72.1230189714561 63.50081944143481 0.0 1.0 0.0
868	2.182559375906946 72.09937122814995 63.56365327007245 0.0 1.0 1.0
869	2.183741609292406 72.17863887350632 63.53873850306522 0.0 1.0 1.0
870	2.1081889684757122 72.13578549713773 63.51843101282018 0.0 1.0 1.0
871	2.175036889268654 72.19073446723215 63.48146129911014 0.0 1.0 1.0
872	2.1421407466819535 72.21860401472128 63.517199528105714 1.0 1.0 1.0
873	2.1134557379439793 72.17643047292033 63.53570370981038 0.0 1.0 1.0
874	2.0936344723492173 72.18267981598552 63.51396636716568 0.0 1.0 1.0
875	2.1187296253044376 72.1762976338757 63.523167541733756 0.0 0.0 1.0
876	2.1296185970509747 72.20173054920689 63.588999654751454 0.0 1.0 1.0
877	2.121735229320273 72.21181514789829 63.58520334833431 0.0 1.0 1.0
878	2.1237130989177953 72.16995135777523 63.646237455163636 0.0 1.0 1.0
879	2.115239895925953 72.1631506710384 63.708285445029695 0.0 1.0 1.0
880	2.173447100061858 72.2117639437549 63.681181260395384 0.0 1.0 1.0
881	2.1541900034058363 72.13929383301448 63.62967683088648 0.0 1.0 1.0
882	2.183801173460691 72.12564316138824 63.633407395998404 0.0 1.0 1.0
883	2.174014001502781 72.24577894660129 63.69805413212067 0.0 1.0 0.0
884	2.139973229634927 72.28747024273126 63.70887716665594 0.0 1.0 0.0
885	2.1782801189104606 72.26273395090217 63.67399746339637 1.0 1.0 0.0
886	2.2031057650521197 72.28491288072786 63.69708353837078 0.0 1.0 1.0
887	2.180634530956226 72.28943706109048 63.69968561941874 0.0 1.0 1.0
888	2.1512945986462753 72.2836422393366 63.7440318852009 0.0 1.0 1.0
889	2.150739287103285 72.24772644058707 63.73211695671111 0.0 1.0 1.0
890	2.1502353899621243 72.2683505477027 63.79651651971593 0.0 1.0 1.0
891	2.1043548045202383 72.18360057185735 63.81291674882274 0.0 1.0 1.0
892	2.1984690640028997 72.32011332128576 63.850941976636435 0.0 0.0 1.0
893	2.3118839728658487 72.36489000447972 63.851625489423064 0.0 0.0 1.0
894	2.2910888934120837 72.39466778933509 63.883131576198394 0.0 0.0 1.0
895	2.298211265524876 72.38197277950991 63.847959024274445 0.0 0.0 1.0
896	2.2774734993951085 72.4600009663044 63.929173788095774 0.0 0.0 1.0
897	2.23695921083625 72.472287722627 63.990117988916076 0.0 1.0 1.0
898	2.2824875915746365 72.44309543091026 63.93948775118315 0.0 1.0 1.0
899	2.2496148074873425 72.5211523120363 64.09423920348455 1.0 1.0 1.0
900	2.218232658339559 72.58079149341324 64.07094904198567 0.0 1.0 1.0
901	2.107442688384067 72.49279339821874 64.1692977556611 0.0 1.0 1.0
902	2.205202856835332 72.61315638737986 64.09021967018109 0.0 1.0 1.0
903	2.339422402358134 72.64094466363147 64.12503606493065 0.0 1.0 0.0
904	2.2255508242644355 72.53661727887315 64.01950768366848 0.0 1.0 1.0
905	2.2010241565522897 72.62701776498197 64.17183032742238 0.0 1.0 1.0
906	2.1354797038279014 72.60598136850457 64.28748428660522 0.0 1.0 1.0
907	2.1027259595492924 72.50769174543134 64.28287306732048 0.0 1.0 1.0
908	2.1612712014617976 72.6111838580762 64.3591178661412 1.0 1.0 1.0
909	2.068219038936289 72.5269220384457 64.37134668687183 1.0 1.0 0.0
910	2.175425142072098 72.6822295805848 64.32498483189777 1.0 1.0 1.0
911	2.06972195541215 72.6551326262556 64.44013348827256 1.0 1.0 1.0
912	2.0333580545054994 72.68607672787469 64.54260497215309 0.0 1.0 1.0
913	2.02000798480402 72.6275784099143 64.73518353251669 0.0 1.0 1.0
914	2.0835096290531996 72.63481134575976 64.85254839768525 1.0 1.0 1.0
915	2.0895356200703024 72.59718753784158 64.80397354145217 1.0 1.0 1.0
916	2.07209599428378 72.72895359734183 64.87722793385008 1.0 1.0 1.0
917	2.091472682119195 72.84758669555227 64.97681174180144 1.0 1.0 0.0
918	2.262088887742931 72.82875678007555 65.07374744695755 1.0 1.0 0.0
919	2.4996538910506385 72.78861690134728 65.16821710291242 1.0 1.0 0.0
920	2.4164189914403833 72.7403056948694 65.04382645980749 1.0 1.0 0.0
921	2.3737601739614553 72.69333981047404 65.06035479684589 1.0 1.0 1.0
922	2.477117391056224 72.74294940613126 64.99778830761386 1.0 1.0 0.0
923	2.150550540085955 72.85093273468527 65.00461382848741 1.0 0.0 0.0
924	2.2072413824026276 72.73932147487159 65.10609363529332 1.0 1.0 0.0
925	2.2508690514562137 72.86686189821269 65.14446702670888 1.0 1.0 0.0
926	2.2249854822575803 72.87526837528594 65.15851294612366 1.0 1.0 0.0
927	2.0619562401090876 72.76157517256027 65.10375996398407 1.0 0.0 0.0
928	2.247745887627746 72.88992678397486 65.20054844010696 0.0 1.0 1.0
929	2.2162651147725723 72.78259961406427 65.14284955960775 0.0 1.0 1.0
930	2.1944491445370042 72.82245641451541 65.20603832839438 0.0 0.0 1.0
931	2.1875110329788483 72.8054637130905 65.2356460611029 0.0 0.0 1.0
932	2.2576476493457527 72.94197880098046 65.15968770707445 0.0 1.0 1.0
933	2.146351284436182 72.84219434381924 65.14476791240833 0.0 1.0 1.0
934	2.302566566401968 72.98877472776127 65.11616886415038 0.0 1.0 1.0
935	2.304923394632993 72.97572591614068 65.07584060889403 0.0 1.0 1.0
936	2.314775826510573 73.00924327451509 65.07476613179169 0.0 1.0 1.0
937	2.3147756601112595 72.96368408101681 65.13309832062416 0.0 1.0 1.0
938	2.257321923208024 72.97353136080358 65.13617175603741 0.0 1.0 0.0
939	2.307181392711582 72.99279565946125 65.01739501668436 0.0 1.0 1.0
940	2.3076687299142966 73.02276893982629 65.18746906929418 0.0 1.0 0.0
941	2.336908152840628 73.01586552432306 65.1910371033577 0.0 1.0 0.0
942	2.3322662586392364 73.0247959294682 65.1941938173048 0.0 1.0 0.0
943	2.3652407021492126 73.04209578892699 65.21617174001283 0.0 1.0 0.0
944	2.352842813346943 73.03712634009788 65.24020407116032 0.0 1.0 0.0
945	2.280774693483425 72.97683886647305 65.24101414817132 0.0 1.0 0.0
946	2.3508667052295285 73.10024345022859 65.19602287772634 0.0 0.0 0.0
947	2.353803781260054 73.07425415758141 65.30151028326436 1.0 1.0 0.0
948	2.3843715945085395 73.0649795105014 65.32426016447263 1.0 1.0 0.0
949	2.345269104372501 73.00029067280313 65.32811994099264 1.0 1.0 0.0
950	2.384589357123031 73.06684193858621 65.34287990485744 1.0 1.0 0.0
951	2.3925448192757224 73.07876434038172 65.34773397359704 1.0 1.0 0.0
952	2.4121910496112124 73.10066365465998 65.43470543941822 1.0 1.0 0.0
953	2.2350938421046185 73.02950653084278 65.38824530498557 1.0 0.0 0.0
954	2.4796141617913348 73.15002211080508 65.55029883991182 1.0 1.0 0.0
955	2.410889742887603 73.16752391899166 65.60442352892538 1.0 1.0 0.0
956	2.5079063671428328 73.12904589115713 65.64487826790372 1.0 1.0 0.0
957	2.475451706678562 73.27320897415044 65.64531524351145 1.0 1.0 0.0
958	2.451378853468255 73.32575808198956 65.57881471479548 1.0 1.0 0.0
959	2.508401237316698 73.34523998679845 65.6474874681622 1.0 1.0 0.0
960	2.464643574980718 73.4078221303506 65.6550984004305 1.0 1.0 0.0
961	2.5829364682067117 73.35524381188371 65.5758656526982 1.0 0.0 0.0
962	2.5383182540424185 73.45111167192718 65.57196672100609 1.0 1.0 1.0
963	2.49377569362734 73.5395664799535 65.51640653136347 1.0 1.0 1.0
964	2.5042498597170386 73.48917906153405 65.4148940165012 1.0 1.0 1.0
965	2.3450900166806252 73.61388392391439 65.57150578166126 0.0 1.0 1.0
966	2.3920641030896346 73.66371596773129 65.68270505344672 0.0 1.0 1.0
967	2.5301490643370044 73.69144123590523 65.77198280084673 0.0 1.0 0.0
968	2.5465801537538506 73.77699780975574 65.75561532087796 0.0 0.0 0.0
969	2.5362610837467012 73.86268937541934 65.71640560795109 0.0 0.0 0.0
970	2.5920653131422755 73.87611828116292 65.64122550625946 0.0 0.0 0.0
971	2.4740922365009026 73.81887048937311 65.72863294560874 0.0 0.0 0.0
972	2.5064647461751517 73.82340466428143 65.75152142423168 0.0 0.0 0.0
973	2.470090046545148 73.8027823221817 65.72311878398936 0.0 1.0 0.0
974	2.3452079813237967 73.8798650583412 65.71377266896296 0.0 1.0 0.0
975	2.2241779336461316 74.05934388735723 65.80025890588844 0.0 1.0 0.0
976	2.35183150111179 74.11103329243348 65.72153320310886 0.0 1.0 1.0
977	2.2465655757981757 74.2487669097833 65.80062862363386 0.0 1.0 1.0
978	2.0848607406594595 74.1612713334273 65.77185512935738 0.0 1.0 1.0
979	2.285256338397946 74.24473210610492 65.79463737389503 1.0 1.0 1.0
980	2.1795914799131455 74.32954783652693 65.8799406392122 0.0 1.0 1.0
981	2.0534565791074777 74.39847525724754 65.87210305642662 1.0 1.0 1.0
982	2.455311882624836 74.42553407583932 65.77353615281 1.0 1.0 1.0
983	2.182722293925758 74.36538664006446 65.82543146623912 1.0 1.0 1.0
984	1.8991982699229066 74.24572602218333 65.7607698581073 1.0 1.0 1.0
985	2.0064597382531635 74.46569744551086 65.69597509681272 0.0 1.0 1.0
986	1.8807416850361474 74.37618999498231 65.59531337186742 0.0 1.0 1.0
987	2.207004561191886 74.50720663733651 65.75827151910788 0.0 1.0 1.0
988	2.2568105928199262 74.3996830703857 65.61044148521883 0.0 1.0 1.0
989	2.3228624483475713 74.40603628077166 65.66951121329086 0.0 1.0 1.0
990	2.154909764977058 74.59230696881528 65.68448717904498 0.0 1.0 1.0
991	2.194084776303783 74.60762607302333 65.46024095201099 0.0 1.0 1.0
992	2.176608533176138 74.4765778688143 65.66734779313332 0.0 1.0 1.0
993	2.1563531058097176 74.60883776767845 65.62839002161662 0.0 1.0 1.0
994	2.1979502800889805 74.6406036668501 65.71201434859086 1.0 1.0 1.0
995	2.24298935159208 74.60996316190061 65.7755342245359 0.0 0.0 1.0
996	2.1785210409880933 74.47998500059673 65.75075552759768 0.0 0.0 1.0
997	2.3087181417854707 74.76184376554168 65.89719318241504 0.0 0.0 1.0
998	2.225454789467897 74.64273082691366 65.88286060973324 0.0 0.0 1.0
999	2.3773642278923197 74.7185082491062 65.89279151173152 0.0 0.0 1.0
1000	2.3087181417854707 74.76184376554168 65.89719318241504 0.0 0.0 1.0
1001	2.1736348513517494 75.03918263368034 66.02866554898341 0.0 0.0 1.0
1002	2.6262465536521566 74.71127240353013 66.0471757679779 0.0 0.0 1.0
1003	2.8012313862668976 74.85429942953525 66.82847199904062 0.0 0.0 1.0
1004	3.2016743952409836 74.37430293635585 66.78681697693602 0.0 0.0 1.0
1005	2.895923760690051 75.21004051143748 66.6763515162593 0.0 0.0 1.0
1006	3.7603232932735056 74.90704307332757 66.54139603359273 0.0 0.0 1.0
1007	3.0064891748650444 75.97214650776212 66.47375188873329 0.0 0.0 1.0
1008	3.2051564234939867 75.54625450124439 66.82593891199224 0.0 0.0 1.0
1009	2.6390208915917683 75.53125109412468 66.86991221699468 0.0 0.0 1.0
1010	3.1304173365795576 75.9908278342708 66.30429045128848 0.0 0.0 1.0
1011	2.2356337554040238 76.23572098623973 66.4869405792713 0.0 0.0 1.0
1012	2.4661916019465897 76.55733483100855 67.19408271913645 0.0 0.0 1.0
1013	2.647397147534235 76.62804435317555 66.96297938166724 0.0 0.0 1.0
1014	2.3553926912367116 75.8076737975958 67.04041442038533 0.0 0.0 1.0
1015	1.5331003914570478 75.71889205026125 66.8720639615833 0.0 0.0 1.0
1016	1.3346362827334253 75.82377139164636 66.25834359032478 0.0 0.0 1.0
1017	1.8334659857702107 75.87004732574263 66.5353846982276 0.0 0.0 1.0
1018	0.6563653854169096 75.67285093754091 66.54723473874506 0.0 0.0 1.0
1019	1.7946517539924245 75.26247538836789 67.25968282201327 0.0 0.0 1.0
1020	1.3528054346741243 75.98021624721375 66.2756293540312 0.0 0.0 1.0
1021	1.4022624993869695 75.55704025237611 66.38421860599648 0.0 0.0 0.0
1022	1.1603272746008244 76.39157802649608 66.55780648247399 0.0 0.0 1.0
1023	1.1764074320827864 76.38773170500244 66.62629118389629 0.0 0.0 1.0
1024	0.784745422107956 76.7028746253633 66.09327885616752 0.0 0.0 1.0
1025	0.5399563050399405 76.83145706399442 66.11262330167204 0.0 0.0 1.0
1026	0.21358885631274604 76.46897379772973 65.9583586350023 0.0 0.0 1.0
1027	0.4880259292775713 77.32668926467261 65.71007448365694 0.0 0.0 1.0
1028	0.42412708330969223 77.95317176427758 64.7612519475681 0.0 0.0 1.0
1029	0.18008317445087413 77.15286658720329 65.77529446333742 0.0 0.0 1.0
1030	0.38748695492887575 75.14225951373045 66.93973062927347 0.0 0.0 1.0
1031	1.078057583015579 77.22506385479659 65.80689001694323 0.0 0.0 1.0
1032	1.333602379835087 76.69643046691384 65.87894086401252 0.0 0.0 1.0
1033	0.2514975200388323 77.79707668870967 65.02345092750492 0.0 0.0 1.0
1034	1.0508105408721442 76.61289356558397 66.35822411707943 0.0 0.0 1.0
1035	2.26774483786986 76.49564095028069 66.30481813823874 0.0 0.0 1.0
1036	2.776392678478061 75.49643033839492 65.74655189362282 0.0 0.0 1.0
1037	3.1950607618450926 76.40028284277611 65.18700092896958 0.0 0.0 1.0
1038	0.16306039103687553 74.4615845039527 66.68366223250582 0.0 0.0 1.0
1039	1.9306877806910778 76.45737590887431 65.46253395331784 0.0 0.0 1.0
1040	0.4292922951573137 76.01462477140426 65.24914575674593 0.0 0.0 1.0
1041	1.7176002814052795 76.93828552051751 65.89868212450689 0.0 0.0 1.0
1042	1.7579955861328982 76.85329677386699 66.25083169454659 1.0 0.0 1.0
1043	4.070012349867597 77.36523605191431 66.9483474197269 1.0 0.0 1.0
1044	3.151120358285848 77.91927847319623 67.05407471121109 1.0 0.0 1.0
1045	4.179801609065285 77.23106959569672 67.22621389875262 1.0 0.0 1.0
1046	2.7167509257937863 76.58982889212368 66.3031174739844 1.0 0.0 1.0
1047	1.8932206546079713 78.44065059027471 65.91185013461696 1.0 0.0 1.0
1048	4.490269446619031 78.11861487968262 64.46648133968452 1.0 0.0 1.0
1049	2.5546005297945733 78.23836199613125 65.3833246704302 1.0 0.0 1.0
1050	1.947947665006152 78.9789547982551 65.76140384355604 1.0 0.0 1.0
1051	2.8142460938360587 79.80814101437082 64.1650958608024 1.0 0.0 1.0
1052	2.3200387438743952 78.75218159429053 65.05984651216333 1.0 0.0 1.0
1053	2.3698103385228304 77.30076529098245 64.14038208756797 1.0 0.0 1.0
1054	1.6034122344712576 78.08399637833367 66.04452230737823 1.0 0.0 1.0
1055	1.086594283780057 77.73480594983636 67.08118252736443 1.0 0.0 1.0
1056	0.474626848474097 77.40367884483035 69.19053853820631 1.0 0.0 1.0
1057	0.5797437981249383 76.10492355644399 70.0395363782644 1.0 0.0 1.0
1058	1.6011571925654193 77.54855631782459 68.41659493467353 1.0 0.0 1.0
1059	0.8322919333807297 75.94547748296968 67.56464318796046 1.0 0.0 0.0
1060	2.021700609557686 77.9890393245176 68.32701682448037 1.0 0.0 1.0
1061	3.5908576857325327 79.5416606599583 69.50054631833999 1.0 0.0 1.0
1062	0.4536313337604927 80.70114691563298 70.7283631126694 1.0 0.0 1.0
1063	0.7475814573151349 80.64482017490519 70.67084689866446 0.0 0.0 1.0
1064	1.4873091212665064 82.2907974096337 69.82842752300968 0.0 0.0 1.0
1065	3.2002913481357993 86.64067882581782 68.64305596212563 0.0 0.0 1.0
1066	2.4535035900751523 85.41754553623318 68.95055076949193 0.0 0.0 1.0
1067	1.3645187727266754 89.82176203708971 74.22690039905615 0.0 0.0 1.0
1068	1.345656326658234 86.03719549796097 71.71835382254201 0.0 0.0 1.0
1069	3.1195329049118747 84.68434295736687 71.12442877944967 0.0 0.0 1.0
1070	1.6652465200159219 83.83116053031695 70.59556800589664 0.0 0.0 0.0
1071	5.283574751143435 83.4498407272274 72.91715282440748 0.0 0.0 0.0
1072	2.2526784805888918 77.33298421345101 73.50094690287341 0.0 0.0 0.0
1073	1.9098323967586237 84.96755593264736 71.37587911044271 0.0 0.0 0.0
1074	1.9922699945157198 85.84570679045859 75.43210196330594 0.0 0.0 0.0
1075	2.5761468872514186 89.19433706695321 81.3849127493885 0.0 0.0 0.0
1076	0.3348715776444715 83.73953341965878 78.46390105389293 0.0 0.0 0.0
1077	1.6525678063544929 79.98653586243361 74.28279771331484 0.0 0.0 0.0
1078	2.168120621068664 79.66425660007657 77.26580249277119 0.0 0.0 0.0
1079	2.8675913787497844 78.607765828175 78.03485401670255 0.0 0.0 1.0
1080	0.5364298408408432 81.08539249808379 75.40098603617331 0.0 0.0 1.0
1081	0.21490194914111338 79.25813554278511 76.70990781019108 0.0 1.0 1.0
1082	7.8371827969387144 82.0570124040036 67.41608481348396 0.0 0.0 0.0
1083	3.1144464220908903 80.26935809010376 73.28942148639518 1.0 1.0 1.0
1084	5.393807656062935 79.60121195783535 79.44862091997015 1.0 1.0 1.0
1085	4.435869014683381 76.8568585174452 72.55533341690062 1.0 1.0 0.0
1086	8.196042190162352 77.79057792821031 75.86075634848461 1.0 1.0 0.0
1087	5.9382056014028155 78.14719048382116 74.22034033269688 1.0 1.0 1.0
1088	0.5442806075691489 80.58427597669987 73.42844699809731 1.0 1.0 1.0
1089	2.6929607711299504 79.12462475810132 72.5518150738609 1.0 1.0 1.0
1090	2.165929161749525 81.93903233661928 67.1438628299367 1.0 0.0 1.0
1091	2.950986105009671 81.8077870769458 63.916214074766266 0.0 0.0 1.0
1092	1.3708437728551495 81.15049912107506 69.0862680496081 1.0 0.0 0.0
1093	5.1680301255608025 82.91907582173323 69.15276724393699 1.0 0.0 0.0
1094	2.108686616417108 81.91500312242955 68.07757173998074 1.0 0.0 0.0
1095	8.097590895150645 76.49729629819944 70.0840897684544 1.0 0.0 1.0
1096	4.220664976493799 75.89763592163087 73.47388370547466 1.0 0.0 0.0
1097	6.083909477943237 78.00853829670885 65.82543046609716 1.0 0.0 0.0
1098	1.620152026241438 86.07991787658912 71.99543561174546 1.0 0.0 0.0
1099	0.7100177492860085 82.14841544042571 70.98650558086507 1.0 0.0 0.0
1100	5.331179996405902 82.48939205051965 75.89330806542337 1.0 0.0 1.0
1101	0.23479733550243853 84.09297389825346 67.62732672727101 1.0 0.0 0.0
1102	0.8661549587339944 77.5215232347266 68.58061250326479 1.0 1.0 0.0
1103	0.16722943965081538 81.28348563242899 69.68624993036285 1.0 0.0 0.0
