��������	��������� (��������� ���������)
1104	0.8302690046067192 79.89661365390795 67.5255120935424 1.0 0.0 1.0
1105	2.4127659683133533 80.12529071982554 70.68327679256954 0.0 0.0 0.0
1106	0.49430791019594444 80.04765015371494 71.5459024119959 0.0 0.0 0.0
1107	0.7706427933850826 79.8152203770107 72.13850725336619 0.0 0.0 0.0
1108	1.5815495511611513 78.73420766124191 73.0086885912261 0.0 0.0 0.0
1109	4.488556368907235 78.07787284034765 73.21242977233534 0.0 0.0 0.0
1110	2.1997280584140744 78.82498740286478 73.39656248497064 0.0 0.0 0.0
1111	2.3173494450215832 79.84891696039941 74.79781497099998 0.0 0.0 0.0
1112	4.183622674773035 78.69694209148854 71.28405627668994 0.0 0.0 0.0
1113	2.0638160057617747 84.94386964492882 73.13699741840901 0.0 0.0 0.0
1114	1.1579282024563873 83.89321941799258 72.62851181443722 0.0 0.0 0.0
1115	7.43859981954423 82.08886689609376 73.59051373430198 1.0 0.0 0.0
1116	2.4068638819971704 81.96627587777154 68.78080004732446 0.0 0.0 0.0
1117	0.8968807314508732 85.8993389350263 76.42468446176466 0.0 0.0 0.0
1118	4.673199686309566 84.43656940137812 71.08542095062899 1.0 0.0 0.0
1119	4.916812849363605 82.14375683515878 70.69793579511372 1.0 0.0 0.0
1120	1.0896398564941712 77.22539543820184 69.75960067728667 1.0 0.0 0.0
1121	2.6693896363868133 75.76273366183885 69.20209102050708 1.0 0.0 0.0
1122	2.5357283573019744 75.60698708730133 69.81513192939119 1.0 0.0 0.0
1123	4.431623309776581 77.48743410080102 68.10269104303559 1.0 0.0 0.0
1124	0.7171486835247874 76.2076936614107 71.34137264990945 1.0 0.0 0.0
1125	1.1329878212722213 77.50060417400574 69.35929247671416 1.0 0.0 0.0
1126	1.1827928235345708 81.66646875923176 66.77006863334968 1.0 0.0 0.0
1127	2.602658149203653 81.09917017389807 66.78831625917152 0.0 0.0 0.0
1128	6.14762610520221 79.92056099715283 62.23552647528592 0.0 0.0 0.0
1129	2.7615742823816163 82.79213560214018 67.10211227909436 0.0 0.0 0.0
1130	3.2750430266711987 80.17369797763861 65.88133797913527 0.0 0.0 0.0
1131	4.927232056914688 80.70232032050863 66.80955131074344 0.0 0.0 0.0
1132	5.632786922787897 83.28262750664513 65.22182247933871 0.0 0.0 0.0
1133	2.4079711937914356 85.17345117718935 67.5632266128065 0.0 0.0 0.0
1134	3.8811964480546006 83.88592802654631 63.57522930604426 0.0 0.0 1.0
1135	0.6842975960840749 84.57186112121467 67.34471230304474 0.0 0.0 0.0
1136	0.83422931804527 83.87947547007302 69.08876870205239 0.0 1.0 0.0
1137	4.635834941092252 85.46570808077068 71.86364607598343 0.0 1.0 0.0
1138	0.18140292824307214 84.41997645223582 71.07906027062127 0.0 1.0 0.0
1139	0.45046879726838623 85.9529208528761 71.34558004913468 0.0 1.0 0.0
1140	0.31735454232354204 86.05271583712735 74.5866064890674 0.0 1.0 0.0
1141	5.469349497911386 90.81901488881947 69.10520072281284 0.0 1.0 0.0
1142	1.4519998744018583 86.3360843134868 74.58553862560221 0.0 1.0 0.0
1143	1.4851698242595026 86.64628985900556 69.68050524471231 0.0 1.0 0.0
1144	4.617058351342154 87.36974390565796 74.3846723751272 0.0 1.0 0.0
1145	2.436168053394507 77.25104666695826 67.67242994129596 0.0 1.0 0.0
1146	1.426928423541247 84.72342912869003 70.68678585120566 0.0 1.0 0.0
1147	3.4116577021148142 85.17773852046024 72.77578765263914 0.0 1.0 0.0
1148	2.6700391800348413 86.4016282048791 68.37716511315004 0.0 1.0 0.0
1149	3.846659783952754 89.8152052090344 68.97786441852352 0.0 1.0 1.0
1150	3.4656998900869316 85.39944519222134 69.45194802388426 0.0 0.0 0.0
1151	6.863286802099328 83.48833759842711 68.84078872580743 0.0 0.0 0.0
1152	3.724030907896852 84.2747911008463 72.00472880350584 0.0 1.0 0.0
1153	5.1581947825303525 80.27474127128441 65.6611605156223 0.0 1.0 0.0
1154	2.096745138724173 81.72609997876036 74.49366726122442 0.0 1.0 1.0
1155	9.082728937744477 83.84663309757943 73.06893328371747 0.0 1.0 1.0
1156	2.5548947396402335 87.23767645343288 71.26051950719628 0.0 1.0 1.0
1157	0.1590606265551897 86.08439739868803 65.24448459021784 0.0 1.0 1.0
1158	5.992089941355514 88.90290248376606 72.31280323356576 0.0 1.0 1.0
1159	1.312800709056662 85.12157710463428 75.79154186989429 0.0 1.0 1.0
1160	6.359525011544209 90.75060632311319 79.45501600016023 0.0 1.0 1.0
1161	4.7340971806492815 87.97561596539427 77.3915681940707 0.0 1.0 0.0
1162	1.948764871609446 86.97864660043307 78.63424411657184 0.0 1.0 0.0
1163	2.141684948755654 87.28836386017667 79.68028645358773 0.0 1.0 1.0
1164	1.9482231458479302 83.55225284812657 73.38932913114303 1.0 1.0 1.0
1165	2.339170284287806 81.16505876066756 73.46000197998605 1.0 1.0 1.0
1166	0.14258721564540244 84.78044750565667 73.69983718145177 1.0 1.0 1.0
1167	1.9717375316254986 86.94011472774386 75.8264617971402 1.0 1.0 1.0
1168	4.467480251723208 88.99672835638599 72.61654945961654 1.0 1.0 0.0
1169	2.9403077489690057 82.37369287815318 72.29379393597537 0.0 1.0 1.0
1170	0.7078011181518065 81.93192123409678 72.63938088420572 1.0 1.0 1.0
1171	2.2374477409949622 82.06723153206137 74.02731086182087 0.0 1.0 1.0
1172	2.841718507771266 80.77340666230583 75.75997601171433 1.0 1.0 1.0
1173	3.4689110867203183 82.41653379358564 74.78560375567828 0.0 1.0 1.0
1174	2.703337851880055 85.84830618563593 72.45914609728216 0.0 1.0 1.0
1175	1.3983056796118296 82.17514591874584 71.67889782267729 0.0 1.0 1.0
1176	0.1766798759755388 82.5528889045016 75.20283468384007 0.0 1.0 1.0
1177	1.165603168372378 83.4441690795284 77.35736440540833 0.0 1.0 1.0
1178	1.1254728636570617 79.81348440149443 77.9464676391868 0.0 1.0 1.0
1179	2.5495062055296165 83.96639864890957 76.5319515755521 0.0 1.0 1.0
1180	8.068549610670342 79.79341823940172 79.30305736332927 0.0 1.0 1.0
1181	1.2646391365638936 85.0234609378291 72.9273765854097 0.0 1.0 1.0
1182	0.02883433162039739 85.31427435528546 69.29072397377816 1.0 1.0 0.0
1183	1.0057288439654497 83.30209751914451 69.32298875386289 1.0 1.0 0.0
1184	5.6644470265933045 81.78519385895777 67.29061515079536 0.0 1.0 0.0
1185	0.5798879455728918 79.86278731007461 70.38785720997814 1.0 1.0 0.0
1186	4.089414303908941 84.70874931883696 71.56076486500451 1.0 1.0 0.0
1187	2.8389621291839724 81.61068494092304 68.80999851344205 1.0 1.0 0.0
1188	5.420779554385463 80.14107962409062 66.09767631803406 1.0 1.0 0.0
1189	3.4761544943382834 80.79093358144341 69.64996800313615 1.0 1.0 0.0
1190	2.93938866264043 80.93757289189118 69.36827091975049 1.0 0.0 0.0
1191	3.0937504275521306 84.33326211925062 69.98330313142652 0.0 1.0 0.0
1192	1.9230661540055534 83.82966782649143 65.97767192904263 0.0 0.0 1.0
1193	3.4324761447168575 77.32026434837762 74.90181370583639 0.0 1.0 1.0
1194	0.45685174393598915 87.24800973232325 71.25939961928579 0.0 0.0 0.0
1195	1.7446727101042538 92.35107346648695 74.90995796473254 0.0 0.0 0.0
1196	1.244159150050667 86.13284658149054 72.37813320890243 0.0 1.0 0.0
1197	1.5356539740167023 84.62832625994051 73.62038923761676 0.0 1.0 0.0
1198	0.8579365486037962 80.80468014391401 72.02446423063793 0.0 1.0 0.0
1199	0.5751085220638308 80.91748046346886 77.169854013227 0.0 1.0 0.0
1200	2.318321453155782 85.99022921424678 77.48873742488239 0.0 1.0 0.0
1201	0.9619130501570584 82.25217445509568 74.62646044574865 0.0 1.0 0.0
1202	4.240710071192433 80.84867843299781 77.32682565199134 0.0 1.0 0.0
1203	0.47415422329802914 79.71006936597259 75.50161357131323 0.0 1.0 0.0
1204	2.4686981305728524 82.83944059911438 72.90058804195961 0.0 1.0 0.0
1205	0.34088885281688386 80.23957889552183 71.8798632860986 0.0 1.0 0.0
1206	0.5084427209311394 79.38390910778546 70.33947978110267 1.0 1.0 0.0
1207	2.2646510585371527 81.12435272329347 68.42678154626628 0.0 1.0 0.0
1208	3.735386301543403 81.68636829406017 67.18659507505919 0.0 1.0 0.0
1209	0.3966794781773757 82.60932363075683 66.4711365125705 0.0 1.0 0.0
1210	2.3228211455005194 80.08099078013494 67.50630355137504 0.0 1.0 0.0
1211	2.471323535158465 79.71488013696874 68.58560643747806 1.0 1.0 1.0
1212	2.0313222096101624 78.64315681351167 67.19363693598045 0.0 1.0 0.0
1213	1.9034808824426115 82.16766795149302 67.54759139402091 0.0 0.0 0.0
1214	0.8236564454562774 83.5806922415925 66.04912044051196 0.0 0.0 0.0
1215	3.351001534517446 84.01683436971354 66.72079505488655 0.0 0.0 0.0
1216	0.37084778407017005 79.42194201952438 65.64036966484315 0.0 0.0 0.0
1217	1.1772218007662896 83.63831098125688 68.95552296242906 0.0 0.0 0.0
1218	0.20632359350708063 84.57365246133197 67.95515551361406 0.0 0.0 0.0
1219	0.45942051915370663 83.43951393725354 68.64939806981371 0.0 0.0 1.0
1220	0.6324649478782111 82.60721328252703 66.54120926197285 0.0 0.0 1.0
1221	1.94839285040587 84.31890211494516 67.72094194710486 0.0 0.0 1.0
1222	0.5359019530533928 84.28210174352348 66.87180444951102 0.0 0.0 0.0
1223	0.8982532599997437 84.38981733005039 67.56344145610294 0.0 0.0 1.0
1224	1.1971969107427824 84.33744063837538 68.70492290794913 0.0 0.0 1.0
1225	0.029762348959436746 83.90036078885115 69.42244162428327 0.0 0.0 1.0
1226	0.3845188454993955 84.85145383401674 69.52373454954717 0.0 1.0 1.0
1227	1.5119677719902977 84.89662903989586 69.65410026905047 0.0 1.0 1.0
1228	0.7545863556790295 83.62872719416468 67.23887435522286 0.0 0.0 1.0
1229	1.974188852192838 83.43705844802354 70.14503230725137 0.0 1.0 1.0
1230	0.12640745471807935 84.26134319539806 71.34961239874819 0.0 1.0 1.0
1231	0.27320746223163606 84.11042177520703 71.97318383529114 0.0 0.0 1.0
1232	1.226609013531935 82.6615925741054 72.51650849634126 0.0 0.0 1.0
1233	0.032506894643355766 84.80955258366588 73.35114322698682 0.0 0.0 0.0
1234	1.3232744964306729 85.34732226493739 74.8791392142345 0.0 0.0 1.0
1235	5.034149245343892 83.7461228357903 77.1479529001405 0.0 0.0 1.0
1236	4.440053735092142 85.75267577607981 74.47766649393783 0.0 0.0 1.0
1237	2.1204122882696295 84.76131901466255 74.09618646760761 0.0 0.0 1.0
1238	1.606517812080873 84.18510085346772 73.37080688193653 0.0 0.0 0.0
1239	0.7442928958498496 87.61214114128887 72.06320019581594 0.0 0.0 0.0
1240	0.5623548029551648 84.40202961688534 69.95127678315278 0.0 0.0 0.0
1241	1.5580531648528366 82.3274070234811 71.56673150330373 0.0 1.0 0.0
1242	0.09088460926127473 79.77492293185298 68.22337881324934 0.0 1.0 0.0
1243	0.009659925418785686 82.48774035731391 75.81009763175805 0.0 1.0 0.0
1244	3.519559107268655 80.90286027434107 69.44083149530064 0.0 1.0 0.0
1245	1.4639450947074963 82.80345754818629 72.35927802487873 0.0 1.0 0.0
1246	3.124087751630288 82.17544246965899 71.95328874329908 0.0 1.0 1.0
1247	0.18595012947791378 83.22829035624255 73.7441628071457 0.0 1.0 0.0
1248	1.6105511206735712 82.49935287369854 73.48814255489899 0.0 1.0 0.0
1249	4.754630815662349 80.52796992606967 74.25869635898218 0.0 0.0 0.0
1250	1.8793352926608404 81.8607495802803 73.11369241540972 0.0 1.0 0.0
1251	1.4105934910906228 81.92081550168814 73.51891175434706 0.0 1.0 0.0
1252	1.0126789431794176 81.40351946391617 74.32368453777553 0.0 1.0 0.0
1253	0.8082353147489758 79.81571914740366 72.36163927823252 0.0 1.0 0.0
1254	0.5427042254511045 75.90272058667561 70.43866196241042 0.0 0.0 1.0
1255	3.0857491811228446 78.79962994657224 73.14446809370592 0.0 1.0 0.0
1256	1.0984368113410965 78.8775790380277 71.77523758826847 0.0 1.0 0.0
1257	1.8466854413822198 79.88612565633771 72.49003964138511 0.0 1.0 0.0
1258	0.9552292170863503 79.40079633356434 71.17650048965282 0.0 1.0 0.0
1259	1.6466462757764146 80.89141838579681 72.68680554098843 0.0 0.0 0.0
1260	1.4619122122725767 81.29692779391985 71.32877335454873 0.0 0.0 1.0
1261	0.3380359564241815 82.15006334145585 73.87094112522594 1.0 0.0 1.0
1262	1.7436543141387404 83.28660339884046 76.91105636817302 1.0 0.0 1.0
1263	1.5470723948740337 81.43909337714587 70.93023653737377 1.0 0.0 1.0
1264	2.189141823006885 79.63574779092849 71.1194788932772 1.0 0.0 1.0
1265	0.20497917563549461 81.52441718653476 70.1770819915181 0.0 1.0 1.0
1266	1.3054403935360865 83.04381231960346 71.24867960513255 0.0 1.0 1.0
1267	4.366032946052975 84.9484277755003 66.81795686102488 0.0 1.0 1.0
1268	0.7104384603937806 86.31448746085096 74.20823971045276 0.0 1.0 1.0
1269	0.9105918605166081 87.44448738706656 71.52477036324083 0.0 1.0 1.0
1270	3.7306564159954343 84.14446853491609 71.75782578745486 0.0 1.0 1.0
1271	0.9540185656405036 82.70032918659781 70.35913117686556 0.0 1.0 1.0
1272	1.337292084958223 81.48988693846334 70.50864135202335 1.0 1.0 1.0
1273	2.6232430548655854 82.78192289558717 71.5598885044311 0.0 1.0 1.0
1274	1.7874210707137799 84.60721856993378 72.3172676618999 0.0 1.0 1.0
1275	2.2295114955700504 86.81856353771023 71.84555145723905 0.0 1.0 1.0
1276	1.0335458513615334 87.13507589381145 71.26606222124272 0.0 1.0 1.0
1277	2.821992589109896 87.16019116450471 72.8244712849916 1.0 1.0 1.0
1278	1.596269809862029 83.55621180108594 71.59074681288406 1.0 1.0 1.0
1279	3.2269157029549866 84.79295155655745 71.37564837374194 0.0 1.0 1.0
1280	1.3897806539368183 85.47153799865121 72.78233948775252 0.0 0.0 1.0
1281	1.4845361026922144 86.22579099433304 72.87692399204035 0.0 1.0 1.0
1282	1.151054282846357 85.45429648151035 72.53390612421659 0.0 1.0 1.0
1283	2.7790841282136043 84.58078786930595 72.09426430400701 0.0 1.0 1.0
1284	1.4967809057688428 84.21787144460811 71.9543476316001 0.0 1.0 1.0
1285	1.7209173641953588 84.86857906550463 73.16732118998452 0.0 1.0 1.0
1286	2.2109937153089527 84.38035314075019 71.96806034278634 0.0 1.0 1.0
1287	2.3170311548492943 84.78930990941754 72.36597930733713 0.0 1.0 1.0
1288	1.4922405445811489 84.96898837184519 72.56449306889647 0.0 1.0 1.0
1289	1.3089666236728337 85.32857176730501 74.48329172860896 0.0 1.0 1.0
1290	0.8815262240581131 84.63531828206348 71.97841012017199 0.0 1.0 1.0
1291	1.824589327698416 83.45316392611493 71.73283350827528 0.0 1.0 1.0
1292	0.9665763903863801 82.91735607697257 72.02088308824919 0.0 1.0 1.0
1293	1.361341874699174 84.4134379546385 71.51507617901376 0.0 1.0 1.0
1294	2.4667393532867403 85.15134671884687 71.70786669336628 0.0 1.0 1.0
1295	2.365604768851311 84.55792196083593 71.33594910134583 0.0 1.0 1.0
1296	1.7146588586956366 84.08573571131538 71.47267174132438 1.0 0.0 1.0
1297	0.4212948520616647 83.80805102579359 70.77074878052396 1.0 1.0 1.0
1298	1.7113548033504788 83.70828894111105 71.19875572646114 0.0 1.0 1.0
1299	2.4642315073792007 84.11130977829993 71.47388612814737 0.0 1.0 1.0
1300	1.601247558288057 84.34236326449223 71.22078984228497 0.0 0.0 1.0
1301	1.0535282911323518 84.32454236691389 71.21114518855353 0.0 0.0 1.0
1302	1.8935228258861625 84.74651945969416 71.31431654052655 0.0 0.0 1.0
1303	1.836956310410281 84.62636698975747 71.27836363660023 0.0 0.0 1.0
1304	3.3287299005095505 84.56294004202176 69.98710843624978 0.0 0.0 1.0
1305	2.476473977979002 85.2087839079168 69.80683227524952 0.0 0.0 1.0
1306	3.066375787713282 83.93237325058352 71.78093276628334 0.0 0.0 1.0
1307	2.5851485625071637 83.94773617014914 71.1236733741067 0.0 0.0 1.0
1308	2.5386051107848813 85.2875901077958 72.8618995466024 0.0 0.0 1.0
1309	3.007240758413789 84.39618530330395 71.00571587924776 0.0 0.0 1.0
1310	2.065526380334507 84.9900372823037 70.80230630232916 0.0 0.0 1.0
1311	2.661762790396575 85.16156603003502 70.71800859278136 0.0 0.0 0.0
1312	2.1562594492949945 84.8985634041262 70.19107365692477 0.0 0.0 1.0
1313	1.7942530131871683 85.5134351537191 71.2586970309255 0.0 1.0 1.0
1314	2.485408421042935 85.68339397917234 71.13670165535899 0.0 1.0 1.0
1315	2.4315575670024847 84.98790500393685 71.32255393124429 1.0 1.0 1.0
1316	2.5792814967159825 85.03481692097944 70.84886334635067 1.0 1.0 1.0
1317	2.3786993466649884 83.74452425539452 70.4779648898952 1.0 1.0 1.0
1318	2.006517829750305 83.98400909596178 70.51026945818634 1.0 1.0 1.0
1319	1.4376925584987674 83.80983440072214 68.85507944669838 1.0 1.0 1.0
1320	3.0247005791995027 83.70307855702328 70.56244447624124 1.0 1.0 1.0
1321	2.4878926000711235 83.77596857523967 69.63308684678135 1.0 1.0 1.0
1322	3.1995079229412493 84.47668213813098 68.9933379900206 1.0 1.0 1.0
1323	2.3956079857155452 82.4105819608938 68.69292282781551 1.0 1.0 1.0
1324	1.8560840828038716 85.06984325102995 68.45647790024668 1.0 1.0 1.0
1325	2.239710738009015 84.45703900279479 70.06109743887478 1.0 1.0 1.0
1326	1.462405614371836 83.98123964479092 70.50535866510617 1.0 1.0 1.0
1327	0.36590337693547625 82.88710457803842 68.93823645928327 1.0 1.0 1.0
1328	0.2653176812792062 84.8234938729893 72.07799446374295 1.0 1.0 1.0
1329	0.07434142909219216 83.52562013414658 72.16351135729508 1.0 1.0 1.0
1330	0.7463591189525813 83.79880756980621 73.05791735474413 1.0 1.0 1.0
1331	0.043368140158661195 85.08464711057746 73.05350689481837 1.0 0.0 1.0
1332	0.5222405668276342 84.56377045986508 73.59018141362448 1.0 0.0 1.0
1333	1.9389122818797901 83.59813996287576 72.77617820335422 0.0 1.0 0.0
1334	1.74825020156173 83.82440014498138 73.245502244011 0.0 1.0 0.0
1335	1.384956998638982 84.35931838434254 73.97484820682946 0.0 1.0 0.0
1336	1.7980251240909055 82.64623700521386 72.4784222683625 0.0 1.0 0.0
1337	2.252992222165991 83.57073820045704 72.04796869131509 1.0 1.0 0.0
1338	1.478921851320456 83.34072621149038 73.23726454250179 1.0 1.0 0.0
1339	2.7792087551451896 84.63342639513506 71.3107506161144 1.0 0.0 0.0
1340	2.555069336219306 83.97869215487155 71.25196746211485 1.0 1.0 0.0
1341	1.087758615773261 83.90572757234214 71.91011391132513 1.0 1.0 0.0
1342	1.4437560209999583 85.70979833401415 72.63975627415371 1.0 1.0 0.0
1343	2.528116144196214 82.89555288197141 72.5822236618526 1.0 1.0 0.0
1344	2.257252056111851 82.46908772120518 70.99637011174309 1.0 0.0 0.0
1345	2.5782297830936036 83.21997945828272 71.61423819741768 0.0 1.0 0.0
1346	3.1398153149405323 84.74174804986866 71.66554417219005 0.0 0.0 0.0
1347	2.739799619873424 82.03974019736908 70.28347730193524 0.0 1.0 0.0
1348	1.9282346161055033 83.39588772882334 72.15276008868736 0.0 1.0 1.0
1349	1.7280761641563673 83.69056361342393 70.49371119484105 1.0 1.0 0.0
1350	2.8762704097816645 82.99113120585939 72.34508165799909 0.0 1.0 1.0
1351	1.6372650109221822 83.92138867727293 72.69005547347814 0.0 1.0 0.0
1352	1.8206623297388695 84.19408694518529 73.15411331830975 0.0 1.0 1.0
1353	1.2766251637383401 84.27971728704607 72.74777986559056 0.0 1.0 1.0
1354	1.8029931487788944 85.0857835068513 73.24960375136648 0.0 1.0 1.0
1355	1.0073278225704119 84.81544546699341 72.08378924330405 0.0 1.0 1.0
1356	1.4978047733495228 84.63872755878181 72.24404428921405 0.0 1.0 1.0
1357	2.098693501313468 85.21211367978898 71.59317587625809 0.0 1.0 1.0
1358	1.656943850907848 85.15783852794102 71.87140911572828 0.0 1.0 1.0
1359	1.0043824789643874 85.08362280277471 73.22733747684285 0.0 1.0 1.0
1360	1.2894642454887797 85.40498521097975 71.33868910419146 0.0 1.0 1.0
1361	1.7168310913120994 86.76377834933214 70.65352953096968 0.0 1.0 0.0
1362	0.5809216479743773 87.22093495293348 71.04000454161861 0.0 0.0 1.0
1363	1.7890610400199267 86.69092384778081 70.4376212265533 0.0 1.0 0.0
1364	1.876180613734995 85.28522110132171 72.09554751394757 0.0 1.0 0.0
1365	1.578993177864524 85.78535656121323 72.12829606512594 0.0 1.0 0.0
1366	2.3169184998560626 86.3299596270149 72.1876106446523 0.0 1.0 0.0
1367	1.9458630349553503 85.23965409323066 71.8339528458004 0.0 0.0 0.0
1368	1.8013873115803378 84.98674615612049 70.53009991277132 0.0 0.0 0.0
1369	1.7453808646067825 85.11008560338838 72.35327201684315 0.0 0.0 0.0
1370	0.7746046483901272 84.6693500996808 71.74925287527446 1.0 0.0 0.0
1371	1.566845407360665 85.01796516160509 70.79480755748826 1.0 0.0 0.0
1372	1.945478951721064 84.90751044712225 71.09781777461497 1.0 0.0 0.0
1373	2.7768079068285267 84.30848585627275 72.15738264238198 1.0 0.0 0.0
1374	1.3239114035084882 85.2648810268118 70.63069655069256 0.0 0.0 0.0
1375	0.1115860555962227 84.67496961070496 71.03189481161905 0.0 0.0 0.0
1376	1.0528205824440187 84.2005601913015 70.49598039535572 0.0 0.0 0.0
1377	0.806717597411163 83.91983224935679 69.3445763706821 0.0 0.0 0.0
1378	0.42120554238372465 83.5878351742268 70.67299858945714 0.0 0.0 0.0
